"feature_mean" "feature_std" "activity_frame.activity" "activity_frame.subject_id"
"1" -0.604124472995382 0.637056297098324 "STANDING" 1
"2" -0.634495444811723 0.589575088673962 "STANDING" 1
"3" -0.639052534391297 0.58429722663783 "STANDING" 1
"4" -0.644541933964334 0.586652093088037 "STANDING" 1
"5" -0.641077288500888 0.58767300391314 "STANDING" 1
"6" -0.646553838587389 0.586519861207001 "STANDING" 1
"7" -0.632167870007105 0.589286176764764 "STANDING" 1
"8" -0.63237573776357 0.589103955099532 "STANDING" 1
"9" -0.628546106565719 0.593108651575311 "STANDING" 1
"10" -0.634334368996412 0.578577458713025 "STANDING" 1
"11" -0.631141141372114 0.585610404466264 "STANDING" 1
"12" -0.64582809388952 0.592438492272762 "STANDING" 1
"13" -0.641039869681758 0.596045647619805 "STANDING" 1
"14" -0.640895121672469 0.600345129913034 "STANDING" 1
"15" -0.596611401387922 0.609746072881321 "STANDING" 1
"16" -0.627578776775311 0.607320219499249 "STANDING" 1
"17" -0.640530213215275 0.591237712478278 "STANDING" 1
"18" -0.64041336877016 0.587241417170556 "STANDING" 1
"19" -0.642463227340853 0.596448433538105 "STANDING" 1
"20" -0.632577223847069 0.607039768686501 "STANDING" 1
"21" -0.643112020987211 0.60395069390271 "STANDING" 1
"22" -0.641154825681705 0.614197611059198 "STANDING" 1
"23" -0.638534293557904 0.605004666196335 "STANDING" 1
"24" -0.646998013912963 0.597967632958562 "STANDING" 1
"25" -0.637599499802185 0.601507394308196 "STANDING" 1
"26" -0.631176742412789 0.605906348767065 "STANDING" 1
"27" -0.627853685507265 0.618388149245711 "STANDING" 1
"28" -0.559306738093783 0.581311758348808 "SITTING" 1
"29" -0.614070679421314 0.600872383726733 "SITTING" 1
"30" -0.62634230171048 0.589538174949955 "SITTING" 1
"31" -0.549097874057549 0.553078679597485 "SITTING" 1
"32" -0.517985823702576 0.563742515855808 "SITTING" 1
"33" -0.545817923712078 0.580628918396709 "SITTING" 1
"34" -0.622049611769805 0.579550889136455 "SITTING" 1
"35" -0.620304522452753 0.600964271536769 "SITTING" 1
"36" -0.633963880107815 0.594197667646311 "SITTING" 1
"37" -0.635028264997247 0.587730912996813 "SITTING" 1
"38" -0.64001460748508 0.583066380909796 "SITTING" 1
"39" -0.601631670873357 0.587160913367253 "SITTING" 1
"40" -0.618255445642096 0.576099921033339 "SITTING" 1
"41" -0.627450184712451 0.581070415769224 "SITTING" 1
"42" -0.636187074395915 0.57705807882739 "SITTING" 1
"43" -0.636111498185258 0.575151808653245 "SITTING" 1
"44" -0.629982521357851 0.585691743174509 "SITTING" 1
"45" -0.629078030983481 0.585140596642598 "SITTING" 1
"46" -0.639828534684192 0.576002708388761 "SITTING" 1
"47" -0.634266228820835 0.583018313035092 "SITTING" 1
"48" -0.6418140874746 0.574244311472664 "SITTING" 1
"49" -0.639618236823268 0.578611821673224 "SITTING" 1
"50" -0.637996674587922 0.574962922690172 "SITTING" 1
"51" -0.634697996337655 0.584755978145659 "SITTING" 1
"52" -0.588556423481226 0.607829422668695 "LAYING" 1
"53" -0.620027115901066 0.619513036553799 "LAYING" 1
"54" -0.618620635631954 0.627198571877091 "LAYING" 1
"55" -0.628884022004547 0.622555324574181 "LAYING" 1
"56" -0.642541575238366 0.611567264443614 "LAYING" 1
"57" -0.63502011539881 0.616039046716841 "LAYING" 1
"58" -0.627746484963943 0.620421960153277 "LAYING" 1
"59" -0.640061809911368 0.61218843469276 "LAYING" 1
"60" -0.635663683421545 0.618245225944161 "LAYING" 1
"61" -0.626001903335524 0.630113524693868 "LAYING" 1
"62" -0.634535888935524 0.618697923628674 "LAYING" 1
"63" -0.632932490731261 0.62622122571317 "LAYING" 1
"64" -0.630556482722735 0.62317398229384 "LAYING" 1
"65" -0.536723165306927 0.608311304224683 "LAYING" 1
"66" -0.592563977360391 0.631941746960182 "LAYING" 1
"67" -0.496827362901599 0.583406225886869 "LAYING" 1
"68" -0.475233742159325 0.591914087282423 "LAYING" 1
"69" -0.568596412957726 0.602551496002852 "LAYING" 1
"70" -0.518332956274369 0.57949386538234 "LAYING" 1
"71" -0.365802771298401 0.571819516473607 "LAYING" 1
"72" -0.367084336766607 0.569232522709264 "LAYING" 1
"73" -0.522523714048828 0.608374133041182 "LAYING" 1
"74" -0.598935296071332 0.613042460195682 "LAYING" 1
"75" -0.615675283390764 0.613737023938149 "LAYING" 1
"76" -0.622520546042327 0.627489472592551 "LAYING" 1
"77" -0.633658941605204 0.617524122528397 "LAYING" 1
"78" -0.643038413581528 0.612348198005716 "LAYING" 1
"79" -0.36888208289421 0.468840092465149 "WALKING" 1
"80" -0.332125029868739 0.454348526562742 "WALKING" 1
"81" -0.337187961135702 0.461616789633533 "WALKING" 1
"82" -0.299173077574512 0.453793589388865 "WALKING" 1
"83" -0.298384570550444 0.458257934740236 "WALKING" 1
"84" -0.309525182695204 0.45279670053168 "WALKING" 1
"85" -0.329265341250089 0.464689409257269 "WALKING" 1
"86" -0.313173614400586 0.458793199410783 "WALKING" 1
"87" -0.363431945229822 0.468647869748831 "WALKING" 1
"88" -0.333175474663943 0.45769102382234 "WALKING" 1
"89" -0.339504695359893 0.453091515600994 "WALKING" 1
"90" -0.316102441591297 0.451472128441945 "WALKING" 1
"91" -0.299340321932131 0.464248195248182 "WALKING" 1
"92" -0.286127292323233 0.451192764298283 "WALKING" 1
"93" -0.294315034434245 0.454960264175701 "WALKING" 1
"94" -0.299194857724938 0.460093987062353 "WALKING" 1
"95" -0.303494042981492 0.454164424110508 "WALKING" 1
"96" -0.298678078512433 0.444423367229245 "WALKING" 1
"97" -0.293035312416696 0.458628141757527 "WALKING" 1
"98" -0.308632326029485 0.446988519501428 "WALKING" 1
"99" -0.305221214638294 0.451536472818163 "WALKING" 1
"100" -0.291579836477176 0.453623604937106 "WALKING" 1
